S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-12,S-13,S-14,S-15,S-16,S-18,S-19,Average,Variance,Zone 1,Zone 2,Zone 3,Zone 4,Zone 5
94.8,32.4,36.0,22.199999999999996,0.0,1115.4,3.6,18.0,353.20000000000005,489.09999999999997,19.200000000000003,269.20000000000005,232.2,8.1,33.3,18.60000000000001,0.0,206.56153846153845,93987.85562130177,58.5,295.95,197.78571428571428,13.350000000000001,16.65
102.0,36.0,39.0,18.0,0.0,1158.0,4.0,18.0,381.0,531.0,18.0,294.0,246.0,9.0,36.0,9.0,0.0,218.84615384615384,100509.97633136094,60.0,308.25,213.14285714285714,9.0,18.0
121.2,55.2,46.2,32.4,4.8,1182.0,9.9,28.0,381.0,531.0,40.8,319.2,246.0,9.0,36.3,13.5,0.0,230.59230769230768,102209.12307692308,76.8,322.05,222.27142857142857,11.25,18.15
140.4,74.4,53.4,46.8,9.6,1206.0,15.8,38.0,381.0,531.0,63.6,344.4,246.0,9.0,36.6,18.0,0.0,242.33846153846153,103908.2698224852,93.6,335.85,231.4,13.5,18.3
159.6,93.6,60.6,61.2,14.399999999999999,1230.0,21.700000000000003,48.0,381.0,531.0,86.4,369.6,246.0,9.0,36.9,22.5,0.0,254.0846153846154,105607.41656804734,110.4,349.65,240.52857142857144,15.75,18.45
178.8,112.8,67.8,75.6,19.2,1254.0,27.6,58.0,381.0,531.0,109.2,394.8,246.0,9.0,37.2,27.0,0.0,265.83076923076925,107306.56331360947,127.2,363.45,249.65714285714284,18.0,18.6
198.0,132.0,75.0,90.0,24.0,1278.0,33.5,68.0,381.0,531.0,132.0,420.0,246.0,9.0,37.5,31.5,0.0,277.5769230769231,109005.7100591716,144.0,377.25,258.7857142857143,20.25,18.75
217.2,151.2,82.2,104.4,28.799999999999997,1302.0,39.400000000000006,78.0,381.0,531.0,154.8,445.2,246.0,9.0,37.8,36.0,0.0,289.32307692307694,110704.85680473372,160.8,391.05,267.9142857142857,22.5,18.9
236.4,170.4,89.4,118.8,33.6,1326.0,45.300000000000004,88.0,381.0,531.0,177.6,470.4,246.0,9.0,38.1,40.5,0.0,301.0692307692308,112404.00355029585,177.60000000000002,404.85,277.04285714285714,24.75,19.05
255.6,189.6,96.6,133.2,38.4,1350.0,51.2,98.0,381.0,531.0,200.4,495.6,246.0,9.0,38.4,45.0,0.0,312.81538461538463,114103.15029585798,194.4,418.65,286.1714285714286,27.0,19.2
274.79999999999995,208.79999999999998,103.8,147.6,43.199999999999996,1374.0,57.1,108.0,381.0,531.0,223.20000000000002,520.8,246.0,9.0,38.7,49.5,0.0,324.5615384615385,115802.29704142011,211.20000000000002,432.45,295.3,29.25,19.35
294.0,228.0,111.0,162.0,48.0,1398.0,63.0,118.0,381.0,531.0,246.0,546.0,246.0,9.0,39.0,54.0,0.0,336.3076923076923,117501.44378698224,228.0,446.25,304.42857142857144,31.5,19.5
294.0,233.1,110.7,205.2,52.8,1420.8,80.7,205.5,419.8,550.0,268.8,571.5,270.3,18.0,35.1,91.8,1.8,360.24615384615385,122163.8899408284,249.6,454.35,338.0857142857143,54.9,18.45
294.0,238.2,110.4,248.4,57.6,1443.6,98.4,293.0,458.6,569.0,291.6,597.0,294.6,27.0,31.2,129.6,3.6,384.1846153846154,126826.33609467455,271.2,462.45,371.74285714285713,78.3,17.4
294.0,243.3,110.1,291.6,62.4,1466.4,116.1,380.5,497.4,588.0,314.4,622.5,318.9,36.0,27.3,167.39999999999998,5.4,408.12307692307695,131488.7822485207,292.8,470.55,405.40000000000003,101.69999999999999,16.35
294.0,248.4,109.8,334.8,67.2,1489.2,133.8,468.0,536.2,607.0,337.2,648.0,343.2,45.0,23.4,205.2,7.2,432.0615384615385,136151.22840236686,314.4,478.65,439.0571428571429,125.1,15.3
294.0,253.5,109.5,378.0,72.0,1512.0,151.5,555.5,575.0,626.0,360.0,673.5,367.5,54.0,19.5,243.0,9.0,456.0,140813.67455621302,336.0,486.75,472.7142857142857,148.5,14.25
294.0,258.6,109.2,421.20000000000005,76.8,1534.8,169.2,643.0,613.8,645.0,382.8,699.0,391.8,63.0,15.600000000000001,280.79999999999995,10.8,479.9384615384616,145476.1207100592,357.6,494.85,506.3714285714286,171.89999999999998,13.2
294.0,263.7,108.9,464.40000000000003,81.6,1557.6,186.89999999999998,730.5,652.5999999999999,664.0,405.6,724.5,416.1,72.0,11.7,318.59999999999997,12.6,503.8769230769231,150138.56686390535,379.20000000000005,502.95,540.0285714285715,195.29999999999998,12.149999999999999
294.0,268.8,108.6,507.6,86.4,1580.4,204.6,818.0,691.4,683.0,428.4,750.0,440.4,81.0,7.800000000000001,356.4,14.4,527.8153846153847,154801.0130177515,400.8,511.05,573.6857142857143,218.7,11.1
294.0,273.9,108.3,550.8,91.19999999999999,1603.2,222.29999999999998,905.5,730.2,702.0,451.20000000000005,775.5,464.70000000000005,90.0,3.8999999999999986,394.2,16.2,551.7538461538462,159463.45917159764,422.4,519.15,607.3428571428572,242.1,10.049999999999999
294.0,279.0,108.0,594.0,96.0,1626.0,240.0,993.0,769.0,721.0,474.0,801.0,489.0,99.0,0.0,432.0,18.0,575.6923076923077,164125.9053254438,444.0,527.25,641.0,265.5,9.0
322.2,326.1,105.6,614.1,104.1,1694.4,252.9,993.0,851.7,741.3,479.5,824.4,540.6,99.0,0.0,415.2,20.1,603.8384615384616,180281.1124260355,468.15,557.55,669.0571428571428,257.1,10.05
350.4,373.2,103.2,634.2,112.2,1762.8,265.8,993.0,934.4,761.6,485.0,847.8,592.2,99.0,0.0,398.4,22.2,631.9846153846154,196436.31952662722,492.3,587.85,697.1142857142858,248.7,11.1
378.6,420.3,100.8,654.3,120.3,1831.2,278.7,993.0,1017.1,781.9,490.5,871.2,643.8,99.0,0.0,381.6,24.3,660.1307692307693,212591.52662721893,516.45,618.15,725.1714285714286,240.3,12.15
406.8,467.4,98.4,674.4,128.4,1899.6,291.6,993.0,1099.8,802.2,496.0,894.6,695.4,99.0,0.0,364.8,26.4,688.2769230769231,228746.73372781067,540.6,648.45,753.2285714285714,231.9,13.2
435.0,514.5,96.0,694.5,136.5,1968.0,304.5,993.0,1182.5,822.5,501.5,918.0,747.0,99.0,0.0,348.0,28.5,716.4230769230769,244901.94082840235,564.75,678.75,781.2857142857142,223.5,14.25
463.2,561.6,93.6,714.6,144.6,2036.4,317.4,993.0,1265.2,842.8,507.0,941.4,798.6,99.0,0.0,331.2,30.6,744.5692307692308,261057.1479289941,588.9,709.05,809.3428571428572,215.1,15.3
491.4,608.7,91.2,734.7,152.7,2104.8,330.3,993.0,1347.9,863.1,512.5,964.8,850.2,99.0,0.0,314.4,32.7,772.7153846153847,277212.3550295858,613.05,739.35,837.4,206.7,16.35
519.6,655.8,88.8,754.8,160.8,2173.2,343.2,993.0,1430.6,883.4,518.0,988.2,901.8,99.0,0.0,297.6,34.8,800.8615384615384,293367.5621301775,637.2,769.65,865.4571428571428,198.3,17.4
547.8,702.9000000000001,86.4,774.9,168.89999999999998,2241.6,356.1,993.0,1513.3000000000002,903.7,523.5,1011.6,953.4000000000001,99.0,0.0,280.79999999999995,36.900000000000006,829.0076923076923,309522.76923076925,661.35,799.95,893.5142857142857,189.89999999999998,18.450000000000003
576.0,750.0,84.0,795.0,177.0,2310.0,369.0,993.0,1596.0,924.0,529.0,1035.0,1005.0,99.0,0.0,264.0,39.0,857.1538461538462,325677.97633136093,685.5,830.25,921.5714285714286,181.5,19.5
587.7,726.0,103.2,784.5,261.0,2282.4,388.5,981.6,1596.0,924.0,534.6,1035.0,1005.0,90.9,0.0,262.8,77.7,862.2692307692308,313525.3846153846,686.1,843.15,923.5285714285715,176.85,38.85
599.4,702.0,122.4,774.0,345.0,2254.8,408.0,970.2,1596.0,924.0,540.2,1035.0,1005.0,82.8,0.0,261.6,116.4,867.3846153846154,301372.79289940826,686.7,856.05,925.4857142857143,172.2,58.2
611.1,678.0,141.6,763.5,429.0,2227.2,427.5,958.8,1596.0,924.0,545.8,1035.0,1005.0,74.7,0.0,260.4,155.10000000000002,872.5,289220.20118343196,687.3,868.95,927.4428571428571,167.55,77.55000000000001
622.8,654.0,160.8,753.0,513.0,2199.6,447.0,947.4,1596.0,924.0,551.4,1035.0,1005.0,66.6,0.0,259.2,193.8,877.6153846153846,277067.60946745565,687.9,881.85,929.4,162.9,96.9
634.5,630.0,180.0,742.5,597.0,2172.0,466.5,936.0,1596.0,924.0,557.0,1035.0,1005.0,58.5,0.0,258.0,232.5,882.7307692307693,264915.0177514793,688.5,894.75,931.3571428571429,158.25,116.25
646.2,606.0,199.2,732.0,681.0,2144.4,486.0,924.6,1596.0,924.0,562.6,1035.0,1005.0,50.400000000000006,0.0,256.8,271.20000000000005,887.8461538461538,252762.42603550298,689.1,907.65,933.3142857142857,153.6,135.60000000000002
657.9,582.0,218.4,721.5,765.0,2116.8,505.5,913.2,1596.0,924.0,568.2,1035.0,1005.0,42.300000000000004,0.0,255.6,309.90000000000003,892.9615384615385,240609.83431952665,689.7,920.55,935.2714285714285,148.95,154.95000000000002
669.6,558.0,237.6,711.0,849.0,2089.2,525.0,901.8,1596.0,924.0,573.8,1035.0,1005.0,34.2,0.0,254.4,348.6,898.0769230769231,228457.24260355032,690.3,933.45,937.2285714285714,144.3,174.3
681.3,534.0,256.79999999999995,700.5,933.0,2061.6,544.5,890.4,1596.0,924.0,579.4,1035.0,1005.0,26.10000000000001,0.0,253.2,387.3,903.1923076923076,216304.650887574,690.9,946.35,939.1857142857143,139.65,193.65
693.0,510.0,276.0,690.0,1017.0,2034.0,564.0,879.0,1596.0,924.0,585.0,1035.0,1005.0,18.0,0.0,252.0,426.0,908.3076923076923,204152.05917159768,691.5,959.25,941.1428571428571,135.0,213.0
708.0,556.8,300.6,721.5,984.9,1948.8,564.0,912.9,1581.1,924.0,603.4,1037.2,989.7,24.9,0.0,261.3,428.7,910.2230769230769,190140.67810650892,714.75,947.775,944.6142857142856,143.1,214.35
723.0,603.6,325.2,753.0,952.8,1863.6,564.0,946.8,1566.2,924.0,621.8,1039.4,974.4,31.8,0.0,270.6,431.4,912.1384615384615,176129.29704142016,738.0,936.3,948.0857142857143,151.2,215.7
738.0,650.4,349.8,784.5,920.7,1778.4,564.0,980.7,1551.3,924.0,640.2,1041.6,959.1,38.7,0.0,279.9,434.1,914.0538461538462,162117.9159763314,761.25,924.825,951.5571428571428,159.3,217.05
753.0,697.2,374.4,816.0,888.6,1693.2,564.0,1014.6,1536.4,924.0,658.6,1043.8,943.8,45.6,0.0,289.2,436.8,915.9692307692308,148106.53491124263,784.5,913.35,955.0285714285715,167.4,218.4
768.0,744.0,399.0,847.5,856.5,1608.0,564.0,1048.5,1521.5,924.0,677.0,1046.0,928.5,52.5,0.0,298.5,439.5,917.8846153846154,134095.15384615387,807.75,901.875,958.5,175.5,219.75
783.0,790.8,423.6,879.0,824.4,1522.8,564.0,1082.4,1506.6,924.0,695.4,1048.2,913.2,59.400000000000006,0.0,307.8,442.2,919.8,120083.77278106511,831.0,890.4,961.9714285714285,183.6,221.1
798.0,837.5999999999999,448.20000000000005,910.5,792.3,1437.6,564.0,1116.3,1491.7,924.0,713.8,1050.4,897.9,66.30000000000001,0.0,317.1,444.9,921.7153846153846,106072.39171597635,854.25,878.925,965.4428571428572,191.7,222.45
813.0,884.4,472.8,942.0,760.2,1352.4,564.0,1150.2,1476.8,924.0,732.2,1052.6,882.6,73.2,0.0,326.4,447.6,923.6307692307693,92061.01065088759,877.5,867.45,968.9142857142857,199.8,223.8
828.0,931.2,497.4,973.5,728.0999999999999,1267.1999999999998,564.0,1184.1,1461.9,924.0,750.6,1054.8,867.3,80.1,0.0,335.7,450.3,925.5461538461539,78049.62958579883,900.75,855.975,972.3857142857144,207.89999999999998,225.15
843.0,978.0,522.0,1005.0,696.0,1182.0,564.0,1218.0,1447.0,924.0,769.0,1057.0,852.0,87.0,0.0,345.0,453.0,927.4615384615385,64038.24852071006,924.0,844.5,975.8571428571429,216.0,226.5
851.4,958.8,557.7,1001.4,696.6,1135.2,575.2,1218.0,1392.6,908.7,787.5,1060.8,844.5,88.8,4.2,369.9,423.3,922.1846153846154,60006.89112426036,926.4,837.075,969.6142857142858,229.35,213.75
859.8,939.6,593.4,997.8,697.2,1088.4,586.4,1218.0,1338.2,893.4,806.0,1064.6,837.0,90.6,8.4,394.8,393.6,916.9076923076923,55975.53372781065,928.8,829.65,963.3714285714286,242.7,201.0
868.2,920.4,629.1,994.2,697.8,1041.6,597.6,1218.0,1283.8,878.1,824.5,1068.4,829.5,92.4,12.600000000000001,419.7,363.9,911.6307692307693,51944.17633136095,931.2,822.225,957.1285714285715,256.05,188.25
876.6,901.2,664.8,990.6,698.4,994.8,608.8,1218.0,1229.4,862.8,843.0,1072.2,822.0,94.2,16.8,444.6,334.2,906.3538461538461,47912.81893491124,933.6,814.8,950.8857142857144,269.4,175.5
885.0,882.0,700.5,987.0,699.0,948.0,620.0,1218.0,1175.0,847.5,861.5,1076.0,814.5,96.0,21.0,469.5,304.5,901.0769230769231,43881.46153846154,936.0,807.375,944.6428571428571,282.75,162.75
893.4,862.8,736.2,983.4,699.6,901.2,631.2,1218.0,1120.6,832.2,880.0,1079.8,807.0,97.8,25.200000000000003,494.4,274.8,895.8000000000001,39850.104142011834,938.4,799.95,938.4,296.1,150.0
901.8,843.6,771.9000000000001,979.8,700.2,854.4000000000001,642.4,1218.0,1066.2,816.9,898.5,1083.6,799.5,99.6,29.400000000000002,519.3,245.1,890.5230769230769,35818.74674556213,940.8,792.525,932.1571428571428,309.45,137.25
910.2,824.4,807.6,976.2,700.8,807.6,653.6,1218.0,1011.8,801.6,917.0,1087.4,792.0,101.4,33.6,544.2,215.4,885.2461538461539,31787.389349112425,943.2,785.1,925.9142857142857,322.8,124.5
918.6,805.2,843.3,972.6,701.4,760.8,664.8,1218.0,957.4000000000001,786.3,935.5,1091.2,784.5,103.2,37.800000000000004,569.1,185.7,879.9692307692308,27756.03195266272,945.6,777.675,919.6714285714286,336.15,111.75
927.0,786.0,879.0,969.0,702.0,714.0,676.0,1218.0,903.0,771.0,954.0,1095.0,777.0,105.0,42.0,594.0,156.0,874.6923076923077,23724.67455621302,948.0,770.25,913.4285714285714,349.5,99.0
908.1,817.2,850.8,972.9,696.9,709.2,684.6,1186.5,903.0,771.0,944.8,1063.5,777.0,113.4,39.6,566.7,165.3,868.1153846153846,23233.121893491127,940.5,768.525,904.3428571428572,340.05,102.45
889.2,848.4,822.6,976.8,691.8,704.4,693.2,1155.0,903.0,771.0,935.6,1032.0,777.0,121.8,37.2,539.4,174.6,861.5384615384615,22741.569230769233,933.0,766.8,895.2571428571429,330.6,105.9
870.3,879.6,794.4,980.7,686.7,699.6,701.8,1123.5,903.0,771.0,926.4,1000.5,777.0,130.2,34.8,512.1,183.9,854.9615384615385,22250.016568047336,925.5,765.075,886.1714285714286,321.15,109.35
851.4,910.8,766.2,984.6,681.6,694.8,710.4,1092.0,903.0,771.0,917.2,969.0,777.0,138.6,32.4,484.8,193.2,848.3846153846154,21758.463905325443,918.0,763.35,877.0857142857143,311.7,112.8
832.5,942.0,738.0,988.5,676.5,690.0,719.0,1060.5,903.0,771.0,908.0,937.5,777.0,147.0,30.0,457.5,202.5,841.8076923076924,21266.91124260355,910.5,761.625,868.0,302.25,116.25
813.6,973.2,709.8,992.4,671.4,685.2,727.6,1029.0,903.0,771.0,898.8,906.0,777.0,155.4,27.6,430.2,211.8,835.2307692307693,20775.358579881657,903.0,759.9,858.9142857142857,292.8,119.7
794.7,1004.4,681.6,996.3,666.3,680.4,736.2,997.5,903.0,771.0,889.6,874.5,777.0,163.8,25.2,402.9,221.10000000000002,828.6538461538462,20283.805917159763,895.5,758.175,849.8285714285714,283.35,123.15
775.8,1035.6,653.4,1000.2,661.2,675.6,744.8,966.0,903.0,771.0,880.4,843.0,777.0,172.2,22.8,375.6,230.4,822.0769230769231,19792.253254437866,888.0,756.45,840.7428571428571,273.9,126.6
756.9,1066.8,625.2,1004.1,656.1,670.8,753.4,934.5,903.0,771.0,871.2,811.5,777.0,180.60000000000002,20.400000000000002,348.29999999999995,239.7,815.5,19300.700591715973,880.5,754.725,831.6571428571428,264.45,130.05
738.0,1098.0,597.0,1008.0,651.0,666.0,762.0,903.0,903.0,771.0,862.0,780.0,777.0,189.0,18.0,321.0,249.0,808.9230769230769,18809.14792899408,873.0,753.0,822.5714285714286,255.0,133.5
728.4,1064.7,667.2,988.8,671.1,645.6,733.2,868.8,897.4,784.2,852.9,788.1,773.7,188.7,16.2,315.0,243.9,804.9307692307692,21265.263905325442,858.6,762.15,814.0428571428571,251.85,130.05
718.8,1031.4,737.4,969.6,691.2,625.2,704.4,834.6,891.8,797.4,843.8,796.2,770.4,188.4,14.4,309.0,238.8,800.9384615384615,23721.3798816568,844.2,771.3,805.5142857142857,248.7,126.6
709.2,998.1,807.6,950.4,711.3,604.8,675.6,800.4,886.2,810.6,834.7,804.3,767.1,188.1,12.6,303.0,233.7,796.9461538461538,26177.495857988164,829.8,780.45,796.9857142857143,245.55,123.15
699.6,964.8,877.8,931.2,731.4,584.4,646.8,766.2,880.6,823.8,825.6,812.4,763.8,187.8,10.8,297.0,228.6,792.9538461538461,28633.611834319527,815.4,789.6,788.4571428571429,242.4,119.7
690.0,931.5,948.0,912.0,751.5,564.0,618.0,732.0,875.0,837.0,816.5,820.5,760.5,187.5,9.0,291.0,223.5,788.9615384615385,31089.72781065089,801.0,798.75,779.9285714285714,239.25,116.25
680.4,898.2,1018.2,892.8,771.6,543.6,589.2,697.8,869.4,850.2,807.4,828.6,757.2,187.2,7.199999999999999,285.0,218.4,784.9692307692308,33545.84378698225,786.6,807.9,771.4,236.1,112.8
670.8,864.9000000000001,1088.4,873.6,791.7,523.2,560.4,663.5999999999999,863.8,863.4,798.3,836.7,753.9,186.9,5.4,279.0,213.3,780.9769230769231,36001.959763313615,772.2,817.05,762.8714285714286,232.95,109.35
661.2,831.6,1158.6,854.4,811.8,502.8,531.6,629.4,858.2,876.6,789.2,844.8,750.6,186.6,3.5999999999999996,273.0,208.2,776.9846153846154,38458.07573964498,757.8,826.2,754.3428571428572,229.8,105.9
651.6,798.3,1228.8000000000002,835.2,831.9,482.4,502.8,595.2,852.6,889.8,780.1,852.9,747.3,186.3,1.8000000000000007,267.0,203.1,772.9923076923077,40914.19171597634,743.4,835.35,745.8142857142858,226.65,102.45
642.0,765.0,1299.0,816.0,852.0,462.0,474.0,561.0,847.0,903.0,771.0,861.0,744.0,186.0,0.0,261.0,198.0,769.0,43370.307692307695,729.0,844.5,737.2857142857143,223.5,99.0
666.6,757.5,1261.8,805.5,867.6,445.2,522.3,561.0,822.6,918.3,747.3,855.6,740.4,181.2,0.0,258.9,209.7,767.0538461538462,43460.009467455624,736.05,833.025,738.2142857142858,220.05,104.85
691.2,750.0,1224.6,795.0,883.2,428.4,570.6,561.0,798.2,933.6,723.6,850.2,736.8,176.4,0.0,256.8,221.4,765.1076923076923,43549.71124260355,743.1,821.55,739.1428571428572,216.6,110.7
715.8,742.5,1187.4,784.5,898.8,411.6,618.9,561.0,773.8,948.9,699.9,844.8,733.2,171.6,0.0,254.7,233.1,763.1615384615385,43639.41301775148,750.15,810.075,740.0714285714286,213.15,116.55
740.4,735.0,1150.2,774.0,914.4,394.8,667.2,561.0,749.4,964.2,676.2,839.4,729.6,166.8,0.0,252.6,244.8,761.2153846153847,43729.11479289941,757.2,798.6,741.0,209.7,122.4
765.0,727.5,1113.0,763.5,930.0,378.0,715.5,561.0,725.0,979.5,652.5,834.0,726.0,162.0,0.0,250.5,256.5,759.2692307692307,43818.81656804734,764.25,787.125,741.9285714285714,206.25,128.25
789.6,720.0,1075.8,753.0,945.6,361.2,763.8,561.0,700.6,994.8,628.8,828.6,722.4,157.2,0.0,248.4,268.2,757.3230769230769,43908.51834319527,771.3,775.65,742.8571428571429,202.8,134.1
814.2,712.5,1038.6,742.5,961.2,344.4,812.0999999999999,561.0,676.2,1010.1,605.1,823.2,718.8,152.4,0.0,246.3,279.9,755.376923076923,43998.2201183432,778.35,764.175,743.7857142857143,199.35,139.95
838.8,705.0,1001.4,732.0,976.8,327.6,860.4,561.0,651.8,1025.4,581.4,817.8,715.2,147.6,0.0,244.2,291.6,753.4307692307692,44087.921893491126,785.4,752.7,744.7142857142857,195.9,145.8
863.4,697.5,964.2,721.5,992.4,310.79999999999995,908.7,561.0,627.4,1040.7,557.7,812.4,711.6,142.8,0.0,242.1,303.3,751.4846153846154,44177.623668639055,792.45,741.225,745.6428571428571,192.45,151.65
888.0,690.0,927.0,711.0,1008.0,294.0,957.0,561.0,603.0,1056.0,534.0,807.0,708.0,138.0,0.0,240.0,315.0,749.5384615384615,44267.325443786984,799.5,729.75,746.5714285714286,189.0,157.5
876.9,713.1,921.3,732.3,992.1,307.2,924.0,571.8,603.0,1056.0,510.3,807.0,708.0,138.6,0.0,240.6,318.0,747.9230769230769,43940.52426035503,804.6,733.425,740.0142857142857,189.6,159.0
865.8,736.2,915.6,753.6,976.2,320.4,891.0,582.6,603.0,1056.0,486.6,807.0,708.0,139.2,0.0,241.2,321.0,746.3076923076923,43613.72307692308,809.7,737.1,733.4571428571428,190.2,160.5
854.7,759.3,909.9,774.9,960.3,333.6,858.0,593.4,603.0,1056.0,462.9,807.0,708.0,139.8,0.0,241.8,324.0,744.6923076923077,43286.921893491126,814.8,740.775,726.9,190.8,162.0
843.6,782.4,904.2,796.2,944.4,346.8,825.0,604.2,603.0,1056.0,439.2,807.0,708.0,140.4,0.0,242.4,327.0,743.0769230769231,42960.12071005918,819.9,744.45,720.3428571428572,191.4,163.5
832.5,805.5,898.5,817.5,928.5,360.0,792.0,615.0,603.0,1056.0,415.5,807.0,708.0,141.0,0.0,243.0,330.0,741.4615384615385,42633.31952662722,825.0,748.125,713.7857142857142,192.0,165.0
821.4,828.6,892.8,838.8,912.6,373.2,759.0,625.8,603.0,1056.0,391.8,807.0,708.0,141.6,0.0,243.6,333.0,739.8461538461538,42306.51834319527,830.1,751.8,707.2285714285714,192.6,166.5
810.3,851.7,887.1,860.1,896.7,386.4,726.0,636.6,603.0,1056.0,368.1,807.0,708.0,142.2,0.0,244.2,336.0,738.2307692307692,41979.71715976332,835.2,755.475,700.6714285714286,193.2,168.0
799.2,874.8,881.4,881.4,880.8,399.6,693.0,647.4,603.0,1056.0,344.4,807.0,708.0,142.8,0.0,244.8,339.0,736.6153846153846,41652.915976331366,840.3,759.15,694.1142857142858,193.8,169.5
788.1,897.9,875.7,902.7,864.9,412.8,660.0,658.2,603.0,1056.0,320.70000000000005,807.0,708.0,143.4,0.0,245.4,342.0,735.0,41326.11479289942,845.4,762.825,687.5571428571428,194.4,171.0
777.0,921.0,870.0,924.0,849.0,426.0,627.0,669.0,603.0,1056.0,297.0,807.0,708.0,144.0,0.0,246.0,345.0,733.3846153846154,40999.31360946746,850.5,766.5,681.0,195.0,172.5
752.1,876.6,854.1,928.5,844.8,434.7,627.0,668.7,595.6,1020.7,305.4,793.3,715.8,155.7,0.9,257.4,342.9,724.4076923076923,39227.65207100593,840.3,752.55,675.2142857142857,206.55,171.9
727.2,832.2,838.2,933.0,840.6,443.4,627.0,668.4,588.2,985.4,313.8,779.6,723.6,167.4,1.8,268.8,340.8,715.4307692307692,37455.99053254438,830.1,738.6,669.4285714285714,218.1,171.3
702.3,787.8,822.3,937.5,836.4,452.1,627.0,668.1,580.8,950.1,322.2,765.9,731.4,179.1,2.7,280.2,338.7,706.4538461538461,35684.32899408285,819.9,724.65,663.6428571428571,229.65,170.7
677.4,743.4,806.4,942.0,832.2,460.8,627.0,667.8,573.4,914.8,330.6,752.2,739.2,190.8,3.6,291.6,336.6,697.4769230769231,33912.667455621304,809.7,710.7,657.8571428571429,241.2,170.1
652.5,699.0,790.5,946.5,828.0,469.5,627.0,667.5,566.0,879.5,339.0,738.5,747.0,202.5,4.5,303.0,334.5,688.5,32141.005917159768,799.5,696.75,652.0714285714286,252.75,169.5
627.6,654.6,774.6,951.0,823.8,478.2,627.0,667.2,558.6,844.2,347.4,724.8,754.8,214.2,5.4,314.4,332.4,679.5230769230769,30369.344378698228,789.3,682.8,646.2857142857142,264.3,168.9
602.7,610.2,758.7,955.5,819.6,486.9,627.0,666.9,551.2,808.9000000000001,355.8,711.1,762.6,225.89999999999998,6.3,325.8,330.3,670.5461538461539,28597.68284023669,779.1,668.85,640.5,275.85,168.3
577.8,565.8,742.8,960.0,815.4,495.6,627.0,666.6,543.8,773.6,364.2,697.4,770.4,237.6,7.2,337.2,328.2,661.5692307692308,26826.02130177515,768.9,654.9,634.7142857142857,287.4,167.7
552.9,521.4000000000001,726.9,964.5,811.2,504.3,627.0,666.3,536.4,738.3,372.6,683.7,778.2,249.3,8.1,348.6,326.1,652.5923076923077,25054.35976331361,758.7,640.95,628.9285714285714,298.95,167.1
528.0,477.0,711.0,969.0,807.0,513.0,627.0,666.0,529.0,703.0,381.0,670.0,786.0,261.0,9.0,360.0,324.0,643.6153846153846,23282.69822485207,748.5,627.0,623.1428571428571,310.5,166.5
519.6,492.3,700.5,946.5,787.2,511.5,621.3,666.0,546.0,671.1,389.4,653.1,755.4,255.0,10.8,352.8,321.9,635.376923076923,22039.753846153842,733.05,622.875,614.6142857142856,303.9,166.35
511.2,507.6,690.0,924.0,767.4,510.0,615.6,666.0,563.0,639.2,397.8,636.2,724.8,249.0,12.6,345.6,319.8,627.1384615384616,20796.80946745562,717.6,618.75,606.0857142857143,297.3,166.2
502.8,522.9,679.5,901.5,747.6,508.5,609.9,666.0,580.0,607.3,406.2,619.3,694.2,243.0,14.4,338.4,317.7,618.9000000000001,19553.865088757397,702.15,614.625,597.5571428571428,290.7,166.05
494.4,538.2,669.0,879.0,727.8,507.0,604.2,666.0,597.0,575.4,414.6,602.4,663.6,237.0,16.2,331.2,315.6,610.6615384615385,18310.92071005917,686.7,610.5,589.0285714285715,284.1,165.9
486.0,553.5,658.5,856.5,708.0,505.5,598.5,666.0,614.0,543.5,423.0,585.5,633.0,231.0,18.0,324.0,313.5,602.4230769230769,17067.976331360944,671.25,606.375,580.5,277.5,165.75
477.6,568.8,648.0,834.0,688.2,504.0,592.8,666.0,631.0,511.6,431.4,568.6,602.4,225.0,19.8,316.8,311.4,594.1846153846154,15825.03195266272,655.8,602.25,571.9714285714285,270.9,165.6
469.2,584.1,637.5,811.5,668.4,502.5,587.1,666.0,648.0,479.70000000000005,439.8,551.7,571.8,219.0,21.6,309.6,309.3,585.946153846154,14582.087573964496,640.35,598.125,563.4428571428572,264.3,165.45
460.8,599.4,627.0,789.0,648.6,501.0,581.4,666.0,665.0,447.8,448.2,534.8,541.2,213.0,23.4,302.4,307.2,577.7076923076924,13339.143195266272,624.9,594.0,554.9142857142857,257.7,165.3
452.4,614.7,616.5,766.5,628.8,499.5,575.7,666.0,682.0,415.90000000000003,456.6,517.9,510.59999999999997,207.0,25.2,295.2,305.1,569.4692307692308,12096.198816568047,609.45,589.875,546.3857142857144,251.1,165.15
444.0,630.0,606.0,744.0,609.0,498.0,570.0,666.0,699.0,384.0,465.0,501.0,480.0,201.0,27.0,288.0,303.0,561.2307692307693,10853.254437869822,594.0,585.75,537.8571428571429,244.5,165.0
459.0,652.8,595.8,712.2,609.0,478.8,547.2,660.6,699.0,384.0,478.2,497.7,480.0,200.1,26.1,283.2,299.7,558.0230769230769,11939.91124260355,585.6,584.1,535.2428571428571,241.65,162.9
474.0,675.6,585.6,680.4,609.0,459.6,524.4,655.2,699.0,384.0,491.4,494.4,480.0,199.2,25.2,278.4,296.4,554.8153846153847,13026.568047337278,577.2,582.45,532.6285714285715,238.8,160.8
