BAC-02
      Date,      Time,   Battery,  Fix,       Latitude,      Longitude,    Dp>0.3,    Dp>0.5,    Dp>1.0,    Dp>2.5,    Dp>5.0,   Dp>10.0,   PM1_Std, PM2.5_Std,  PM10_Std,   PM1_Env, PM2.5_Env,  PM10_Env,   Temp(C),     RH(%),    P(hPa),   Alti(m)
 2021/4/20,   16:33:0,     96.34,    0,         0.0000,         0.0000,       120,        30,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:33:10,     96.15,    0,         0.0000,         0.0000,       147,        39,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:33:20,     96.15,    0,         0.0000,         0.0000,       156,        49,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:33:30,     96.15,    0,         0.0000,         0.0000,        51,        17,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:33:40,     96.15,    0,         0.0000,         0.0000,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:33:50,     96.15,    0,         0.0000,         0.0000,        72,        20,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,   16:34:0,     96.15,    0,         0.0000,         0.0000,        93,        27,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:34:10,     96.15,    0,         0.0000,         0.0000,        30,        10,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:34:20,     96.15,    0,         0.0000,         0.0000,        27,         9,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:34:30,     96.15,    0,         0.0000,         0.0000,        18,         6,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:34:40,     96.15,    0,         0.0000,         0.0000,        72,        24,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:34:50,     96.15,    0,         0.0000,         0.0000,        81,        27,         3,         3,         3,         0,         0,         0,         1,         0,         0,         1,     21.80,39.98,102996.52,-138.25
 2021/4/20,   16:35:0,     96.15,    0,         0.0000,         0.0000,        66,        14,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:35:10,     95.95,    0,         0.0000,         0.0000,         9,         3,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:35:20,     95.95,    0,         0.0000,         0.0000,        30,        10,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:35:30,     95.95,    0,         0.0000,         0.0000,        66,        19,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:35:40,     95.95,    0,         0.0000,         0.0000,        69,        23,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:35:50,     95.95,    0,         0.0000,         0.0000,         9,         3,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,   16:36:0,     95.95,    0,         0.0000,         0.0000,        30,        10,         3,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:36:10,     95.95,    0,         0.0000,         0.0000,        48,        16,         6,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:36:20,     95.95,    0,         0.0000,         0.0000,        36,        12,         3,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:36:30,     95.95,    0,         0.0000,         0.0000,        45,        15,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:36:40,     95.95,    0,         0.0000,         0.0000,        18,         6,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:36:50,     95.95,    0,         0.0000,         0.0000,        30,        10,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,   16:37:0,     95.95,    0,         0.0000,         0.0000,        72,        24,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:37:10,     95.76,    0,         0.0000,         0.0000,        63,        21,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:37:20,     95.76,    0,         0.0000,         0.0000,        60,        20,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:37:30,     95.76,    0,         0.0000,         0.0000,        78,        26,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:37:40,     95.76,    0,         0.0000,         0.0000,       117,        39,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:37:50,     95.76,    0,         0.0000,         0.0000,        48,        16,         3,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,   16:38:0,     95.76,    0,         0.0000,         0.0000,        45,        15,         3,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:38:10,     95.76,    0,         0.0000,         0.0000,        57,        15,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:38:20,     95.76,    0,         0.0000,         0.0000,        75,        21,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:38:30,     95.76,    0,         0.0000,         0.0000,        78,        26,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:38:40,     95.76,    0,         0.0000,         0.0000,        33,        11,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:38:50,     95.76,    0,         0.0000,         0.0000,        42,        10,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,   16:39:0,     95.76,    0,         0.0000,         0.0000,        60,        16,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:39:10,     95.76,    0,         0.0000,         0.0000,        48,        16,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:39:20,     95.57,    0,         0.0000,         0.0000,        63,        21,         7,         3,         3,         3,         0,         0,         2,         0,         0,         2,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:39:30,     95.57,    0,         0.0000,         0.0000,        63,        21,         7,         3,         3,         3,         0,         0,         2,         0,         0,         2,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:39:40,     95.57,    0,         0.0000,         0.0000,        39,        13,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:39:50,     95.57,    0,         0.0000,         0.0000,        21,         7,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,   16:40:0,     95.57,    0,         0.0000,         0.0000,        63,        17,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:40:10,     95.57,    0,         0.0000,         0.0000,        27,         9,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:40:20,     95.57,    0,         0.0000,         0.0000,        36,        12,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:40:30,     95.57,    0,         0.0000,         0.0000,        30,        10,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:40:40,     95.57,    0,         0.0000,         0.0000,        72,        24,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:40:50,     95.57,    0,         0.0000,         0.0000,        51,        17,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,   16:41:0,     95.57,    0,         0.0000,         0.0000,         9,         3,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:41:10,     95.57,    0,         0.0000,         0.0000,        30,        10,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:41:20,     95.57,    0,         0.0000,         0.0000,        39,        13,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:41:30,     95.38,    0,         0.0000,         0.0000,        27,         9,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:41:40,     95.38,    0,         0.0000,         0.0000,        18,         6,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:41:50,     95.38,    0,         0.0000,         0.0000,        30,        10,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,   16:42:0,     95.38,    0,         0.0000,         0.0000,        60,        20,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:42:10,     95.38,    0,         0.0000,         0.0000,        60,        20,         3,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:42:20,     95.38,    0,         0.0000,         0.0000,        30,        10,         3,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:42:30,     95.38,    0,         0.0000,         0.0000,         9,         3,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:42:40,     95.38,    0,         0.0000,         0.0000,        72,        24,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:42:50,     95.38,    0,         0.0000,         0.0000,        69,        23,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,   16:43:0,     95.38,    0,         0.0000,         0.0000,        84,        28,         3,         3,         3,         0,         0,         0,         1,         0,         0,         1,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:43:10,     95.38,    0,         0.0000,         0.0000,        51,        17,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:43:20,     95.38,    0,         0.0000,         0.0000,        21,         7,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:43:30,     95.38,    0,         0.0000,         0.0000,        60,        20,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:43:40,     95.19,    0,         0.0000,         0.0000,        81,        23,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:43:50,     95.19,    0,         0.0000,         0.0000,        39,        13,         3,         3,         3,         0,         0,         0,         2,         0,         0,         2,     21.80,39.98,102996.52,-138.25
 2021/4/20,   16:44:0,     95.19,    0,         0.0000,         0.0000,        78,        22,         6,         3,         3,         0,         0,         0,         1,         0,         0,         1,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:44:10,     95.19,    0,         0.0000,         0.0000,        30,        10,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:44:20,     95.19,    0,         0.0000,         0.0000,        18,         6,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:44:30,     95.19,    0,         0.0000,         0.0000,         9,         3,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:44:40,     95.19,    0,         0.0000,         0.0000,        42,        14,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:44:50,     95.19,    0,         0.0000,         0.0000,        63,        21,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,   16:45:0,     95.19,    0,         0.0000,         0.0000,        63,        21,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:45:10,     95.19,    0,         0.0000,         0.0000,         9,         3,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:45:20,     95.19,    0,         0.0000,         0.0000,         9,         3,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:45:30,     95.19,    0,         0.0000,         0.0000,        51,        17,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:45:40,     95.19,    0,         0.0000,         0.0000,        42,        14,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:45:50,     95.19,    0,         0.0000,         0.0000,       282,        90,        11,         0,         0,         0,         0,         1,         1,         0,         1,         1,     21.80,39.98,102996.52,-138.25
 2021/4/20,   16:46:0,     94.99,    0,         0.0000,         0.0000,       453,       147,        31,         3,         3,         3,         1,         2,         5,         1,         2,         5,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:46:10,     94.99,    0,         0.0000,         0.0000,       762,       242,        23,         6,         6,         6,         3,         4,        10,         3,         4,        10,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:46:20,     94.99,    0,         0.0000,         0.0000,      1458,       470,       131,        22,         9,         9,         8,        18,        26,         8,        18,        26,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:46:30,     94.99,    0,         0.0000,         0.0000,      2454,       806,       228,        44,        26,        16,        16,        30,        52,        16,        29,        49,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:46:40,     94.99,    0,         0.0000,         0.0000,      1062,       334,        79,        20,         6,         6,         5,        11,        18,         5,        11,        18,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:46:50,     94.99,    0,         0.0000,         0.0000,      1050,       338,        95,        23,        19,        15,         4,         9,        26,         4,         9,        26,     21.80,39.98,102996.52,-138.25
 2021/4/20,   16:47:0,     94.99,    0,         0.0000,         0.0000,       594,       194,        59,        10,         6,         3,         2,         6,        11,         2,         6,        11,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:47:10,     94.99,    0,         0.0000,         0.0000,       462,       154,        29,         6,         3,         0,         1,         3,         6,         1,         3,         6,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:47:20,     94.99,    0,         0.0000,         0.0000,       429,       136,        31,        23,        20,        10,         1,         1,        17,         1,         1,        17,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:47:30,     94.99,    0,         0.0000,         0.0000,       396,       121,        25,        14,        14,         7,         1,         2,        12,         1,         2,        12,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:47:40,     94.99,    0,         0.0000,         0.0000,       204,        68,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:47:50,     94.99,    0,         0.0000,         0.0000,       300,        88,         6,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,   16:48:0,     94.99,    0,         0.0000,         0.0000,       255,        77,         6,         3,         3,         3,         1,         1,         4,         1,         1,         4,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:48:10,     94.80,    0,         0.0000,         0.0000,       294,        90,         9,         6,         3,         3,         1,         1,         5,         1,         1,         5,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:48:20,     94.80,    0,         0.0000,         0.0000,       327,        98,        19,         9,         6,         6,         1,         2,         8,         1,         2,         8,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:48:30,     94.80,    0,         0.0000,         0.0000,       360,       113,        23,         6,         6,         6,         0,         1,         7,         0,         1,         7,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:48:40,     94.80,    0,         0.0000,         0.0000,       291,        93,        14,         3,         3,         3,         0,         0,         3,         0,         0,         3,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:48:50,     94.80,    0,         0.0000,         0.0000,       291,        93,        14,         3,         3,         3,         0,         0,         3,         0,         0,         3,     21.80,39.98,102996.52,-138.25
 2021/4/20,   16:49:0,     94.80,    0,         0.0000,         0.0000,       318,        98,        11,         3,         3,         0,         1,         1,         3,         1,         1,         3,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:49:10,     94.80,    0,         0.0000,         0.0000,       162,        51,         3,         3,         3,         0,         0,         0,         1,         0,         0,         1,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:49:20,     94.80,    0,         0.0000,         0.0000,       174,        51,         3,         3,         3,         0,         0,         0,         1,         0,         0,         1,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:49:30,     94.80,    0,         0.0000,         0.0000,       360,       112,        16,         3,         3,         0,         1,         1,         3,         1,         1,         3,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:49:40,     94.80,    0,         0.0000,         0.0000,       324,       104,        20,         0,         0,         0,         1,         1,         1,         1,         1,         1,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:49:50,     94.80,    0,         0.0000,         0.0000,       189,        63,         3,         3,         3,         0,         0,         0,         1,         0,         0,         1,     21.80,39.98,102996.52,-138.25
 2021/4/20,   16:50:0,     94.80,    0,         0.0000,         0.0000,       261,        79,         6,         6,         6,         3,         0,         0,         4,         0,         0,         4,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:50:10,     94.80,    0,         0.0000,         0.0000,       264,        80,         0,         0,         0,         0,         1,         1,         1,         1,         1,         1,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:50:20,     94.80,    0,         0.0000,         0.0000,       279,        93,        18,         0,         0,         0,         0,         1,         1,         0,         1,         1,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:50:30,     94.61,    0,         0.0000,         0.0000,       114,        35,         3,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
 2021/4/20,  16:50:40,     94.61,    0,         0.0000,         0.0000,        69,        16,         3,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.80,39.98,102996.52,-138.25
